"","Predictor","Estimate","StdError","PValue","FDR","logFDR"
"PC.O.33.6.","PC.O.33.6.",0.190820998868491,0.163049505333574,0.241869991396619,0.396313813519464,0.401960790066194
"PC.O.34.0.","PC.O.34.0.",-0.57428394423533,0.169769235248469,0.000717684468488545,0.00522229974942728,2.2821382041741
"PC.O.34.1.","PC.O.34.1.",-0.442515129979957,0.149136454613219,0.003005421689953,0.0135243976047885,1.86888206986225
"PC.O.34.2.","PC.O.34.2.",-0.232834458192107,0.149614944333036,0.119654691583421,0.24651749711765,0.608152250293591
"PC.O.34.3.","PC.O.34.3.",-0.598695115373706,0.152496228290024,8.63821035901758e-05,0.00118170717711361,2.92749012677011
"PC.O.34.4.","PC.O.34.4.",-0.227324383429185,0.142359061955618,0.11030178595463,0.238754498711922,0.622048436509216
"PC.O.35.3.","PC.O.35.3.",-0.205759284106547,0.143847853915722,0.152603616479389,0.286760641955775,0.54248045605299
"PC.O.35.4.","PC.O.35.4.",-0.189481477403226,0.130948168206195,0.147898040021424,0.280480442125911,0.552097416664242
"PC.O.36.1.","PC.O.36.1.",-0.483578171997159,0.140335905706798,0.000569240864354481,0.00453695793851269,2.34323524699727
"PC.O.36.2.","PC.O.36.2.",-0.568001185711651,0.158143222235796,0.000328542465834401,0.00312115342542681,2.50568488235084
"PC.O.36.3.","PC.O.36.3.",-0.214382564253247,0.147103466147296,0.145017301028785,0.277072161742148,0.557407106874245
"PC.O.36.4.","PC.O.36.4.",0.104298218951801,0.147020059111765,0.478067050750318,0.633716788203909,0.198104787544569
"PC.O.36.5.","PC.O.36.5.",-0.0975822337637594,0.140297076113246,0.486716928357243,0.63776700957156,0.195337949708282
"PC.O.36.6.","PC.O.36.6.",-0.368569585637435,0.13874309557851,0.00789588945293564,0.0281291061760832,1.55084406765571
"PC.O.37.6.","PC.O.37.6.",-0.235656231631788,0.131091779043141,0.0722335841957466,0.170371626172037,0.768602731300337
"PC.O.38.3.","PC.O.38.3.",-0.210230294536792,0.142808260638587,0.140989613937501,0.272420609980935,0.56476003896778
"PC.O.38.4.","PC.O.38.4.",-0.219605482550525,0.142778778123571,0.124028542650276,0.250992672108843,0.600338957838285
"PC.O.38.5.","PC.O.38.5.",-0.0786636207644334,0.145317054470268,0.588284226088983,0.718547161865829,0.143544721662117
"PC.O.38.6.","PC.O.38.6.",0.027373510113221,0.142432601934604,0.847596742416822,0.911566307882242,0.0402117350178056
"PC.O.40.3.","PC.O.40.3.",-0.464399090533606,0.142690884895775,0.00113559637794359,0.00740894995838042,2.13024333852474
"PC.O.40.4.","PC.O.40.4.",-0.587538282985678,0.158662785151373,0.000213011989769907,0.00245062257811316,2.6107235695575
"PC.O.40.5.","PC.O.40.5.",-0.334486964864307,0.146745626247132,0.0226453283039857,0.0650815317643958,1.1865422340235
"PC.O.40.6.","PC.O.40.6.",-0.0496123562043525,0.143127745899368,0.728869380297721,0.825408371065631,0.0833311309405799
"PC.O.40.7.","PC.O.40.7.",-0.133318935266257,0.143305263329924,0.352208377677529,0.503996925379561,0.297572112948847
"PC.O.40.8.","PC.O.40.8.",-0.15309694510861,0.144152660451928,0.288214208664366,0.448042088014605,0.348681187488583
"PC.O.42.2.","PC.O.42.2.",-4.33154247869741,253.802103467517,0.986383473368549,0.986383473368549,0.00595421285694281
"PC.O.42.3.","PC.O.42.3.",-0.318574546942295,0.149345847934681,0.0329138227089823,0.0879416200505621,1.05580553811887
"PC.O.42.4.","PC.O.42.4.",-0.460753157468589,0.157502943348008,0.00344055510812381,0.0147083730872293,1.83243536250797
"PC.O.42.5.","PC.O.42.5.",-0.336852185686593,0.150534772499635,0.0252403975670929,0.0719351330662147,1.14305894869694
"PC.O.42.6.","PC.O.42.6.",-0.22634869286818,0.156636333057577,0.148441403581257,0.280480442125911,0.552097416664242
"PC.O.44.4.","PC.O.44.4.",0.0992818403231129,0.176658855326236,0.574117702075943,0.708838462490875,0.149452725101892
"PC.O.44.5.","PC.O.44.5.",-0.28044002593753,0.15310005217484,0.0669896439803444,0.161341255220266,0.79225456860841
"PC.O.44.6.","PC.O.44.6.",-0.708971748905446,0.176129749792995,5.69073014661549e-05,0.000926776052448808,3.03302519674622
"SM.30.1.","SM.30.1.",0.311209115669044,0.160662329433331,0.0527406388126244,0.1307050614052,0.883707594532783
"SM.31.0.","SM.31.0.",0.421562732326826,0.150592025580736,0.00512024991545777,0.0203619240824018,1.69118118611484
"SM.31.1.","SM.31.1.",-0.159362381634656,0.136262368315056,0.242191774928562,0.396313813519464,0.401960790066194
"SM.32.1.","SM.32.1.",0.547275820648253,0.154393914789611,0.000393101603965397,0.00353791443568857,2.45125267469302
"SM.32.2.","SM.32.2.",0.381260745839312,0.166091434754444,0.0217052248763279,0.0629083636246115,1.20129161155708
"SM.33.1.","SM.33.1.",-0.021514015768805,0.162597106483535,0.89473524251846,0.952340964021642,0.0212075345127518
"SM.33.2.","SM.33.2.",0.201866695236548,0.149858758774534,0.177965302736491,0.320337544925683,0.494392157188598
"SM.34.1.","SM.34.1.",-0.176656228519097,0.1421364546711,0.213918093866334,0.36217815892221,0.441077743269798
"SM.34.2.","SM.34.2.",0.367251353437826,0.140855621878966,0.00912622220567735,0.0309026534093233,1.51000422893914
"SM.35.1.","SM.35.1.",0.221222154102623,0.146742164244876,0.131667984844869,0.261804946610147,0.582022152035853
"SM.36.0.","SM.36.0.",0.398656911260824,0.148623410242612,0.00731114776231939,0.026886156287239,1.57047128117426
"SM.36.1.","SM.36.1.",0.823771060320552,0.168456850438832,1.00784107347821e-06,5.74469411882582e-05,4.24073309074291
"SM.36.2.","SM.36.2.",0.771722683758021,0.16612477740692,3.39352416472708e-06,0.000116058526433666,3.93532294786584
"SM.37.1.","SM.37.1.",0.493005833984002,0.157862868372538,0.00179017377829175,0.00956624112774652,2.01925867645068
"SM.38.1.","SM.38.1.",0.478506541301757,0.149982054599152,0.00142063562163038,0.00809762304329319,2.09164244416777
"SM.38.2.","SM.38.2.",0.401723362572012,0.14928633026461,0.00712469953025676,0.0264852960798675,1.57699516771106
"SM.38.3.","SM.38.3.",0.942595921730841,0.189514326235699,6.56717025767233e-07,4.49194445624788e-05,4.34756562251169
"SM.39.1.","SM.39.1.",0.362561291015866,0.150132229957793,0.0157375245915753,0.0493782881680618,1.30646397013619
"SM.39.2.","SM.39.2.",0.355315268882063,0.147576650815959,0.0160548661902056,0.0494663444779307,1.30569018245413
"SM.40.1.","SM.40.1.",0.00795246913233234,0.142842667689745,0.955602368719412,0.969780445406643,0.0133265772194745
"SM.40.2.","SM.40.2.",0.103267957776052,0.12929634099226,0.424469006071554,0.580185226425591,0.236433334070982
"SM.40.4.","SM.40.4.",0.141432260826925,0.131805176449574,0.283253052785575,0.44234038380213,0.354243409574992
"SM.41.1.","SM.41.1.",0.399619481195129,0.158374687292846,0.0116274553250157,0.0382364396264941,1.41752255370123
"SM.41.2.","SM.41.2.",0.0614443873836578,0.14691901370349,0.675786684967725,0.783454394098176,0.105986279307671
"SM.42.1.","SM.42.1.",0.0187293756431452,0.148201852111136,0.899433132687107,0.952340964021642,0.0212075345127518
"SM.42.2.","SM.42.2.",0.126056104898026,0.151905208766755,0.406632652558024,0.563029826618802,0.249468597701326
"SM.42.3.","SM.42.3.",-0.172561732403259,0.207252836242653,0.405062135655689,0.563029826618802,0.249468597701326
"SM.43.1.","SM.43.1.",0.248366477933329,0.149159739612112,0.0958920103643859,0.21508526518498,0.667389340742459
"SM.43.2.","SM.43.2.",0.193749760521696,0.130702857164532,0.138242347681728,0.269048355400439,0.570169658301364
"SM.44.1.","SM.44.1.",0.195560030431752,0.150738471723061,0.194511987687311,0.338195072870798,0.470832723883787
"SM.44.2.","SM.44.2.",-0.302302640653466,0.143733626302753,0.0354470271861966,0.0932529484436863,1.03033742790984
"TG.44.1.","TG.44.1.",-0.0845112435577276,0.142634845066429,0.553515361472244,0.695964167733483,0.157413119809294
"TG.44.2.","TG.44.2.",-0.263741310350572,0.145043986447027,0.069010046987962,0.165045007481699,0.782397608297876
"TG.44.4.","TG.44.4.",0.316329326429097,0.153911593823006,0.0398532813712117,0.102479866383116,0.989361449511549
"TG.46.2.","TG.46.2.",0.09893889358232,0.148474456690956,0.505174762631864,0.65942659854999,0.180833539190876
"TG.48.1.","TG.48.1.",0.206205723634602,0.130113633252265,0.113008921856402,0.241296539140461,0.617448907030209
"TG.48.2.","TG.48.2.",0.308942242408059,0.144233248170974,0.0321964810382136,0.0867023347643232,1.06196920746486
"TG.48.3.","TG.48.3.",0.138562984531044,0.144975766658209,0.339190204738482,0.493630000087494,0.306598454168219
"TG.49.1.","TG.49.1.",0.231832786611556,0.147093153240087,0.115003906081565,0.241296539140461,0.617448907030209
"TG.49.2.","TG.49.2.",0.358530388879637,0.14885079132485,0.0160113708434852,0.0494663444779307,1.30569018245413
"TG.50.1.","TG.50.1.",0.399951686964968,0.144178838838012,0.0055372164546488,0.0217669888217229,1.66220164576643
"TG.50.2.","TG.50.2.",0.434764990712754,0.143331748812449,0.00241912908649053,0.0118076122003465,1.92783791890309
"TG.50.3.","TG.50.3.",0.45964830760845,0.143593752607961,0.0013693595773728,0.00804205210172618,2.09463311757744
"TG.50.4.","TG.50.4.",0.600754314911855,0.137940485750374,1.3296346936536e-05,0.00041339551384503,3.38363424063307
"TG.51.1.","TG.51.1.",0.0140415878484957,0.145465767574293,0.923100864431712,0.962835830624204,0.0164477564185801
"TG.51.2.","TG.51.2.",0.370984328027938,0.14872391843887,0.0126152618581401,0.0410897100522278,1.38626692330765
"TG.51.3.","TG.51.3.",0.348125447617543,0.148406502157298,0.0189885320166494,0.0569655960499483,1.24438735409317
"TG.51.4.","TG.51.4.",0.404524391415754,0.163429900196884,0.0133155416849086,0.0424267331837879,1.37236040718871
"TG.51.5.","TG.51.5.",0.0849696714032443,0.146787149676838,0.562681518493119,0.702325107024258,0.153461805957639
"TG.52.2.","TG.52.2.",0.34396985915001,0.146168738310066,0.0186107077513567,0.0563354962612272,1.24921787561576
"TG.52.3.","TG.52.3.",0.437567702493006,0.149515064281493,0.00342712046835959,0.0147083730872293,1.83243536250797
"TG.52.4.","TG.52.4.",0.534089234705375,0.155422339132554,0.000589557216457798,0.0045824674551947,2.33890061072571
"TG.52.5.","TG.52.5.",0.553236619473613,0.153971613606633,0.000326757213474102,0.00312115342542681,2.50568488235084
"TG.52.6.","TG.52.6.",0.315762251982845,0.141319815489118,0.0254580420704708,0.0719557883314133,1.14293426441981
"TG.52.7.","TG.52.7.",-0.142980122458703,0.143390425238144,0.318697257417907,0.478045886126861,0.320530414820426
"TG.53.3.","TG.53.3.",0.0888169948833236,0.142524337299516,0.533172336034905,0.67786222648304,0.168858566248464
"TG.53.4.","TG.53.4.",0.617027067281302,0.177253681366325,0.000499471817459179,0.00427048403927598,2.36952289694859
"TG.53.5.","TG.53.5.",0.445825217360932,0.145415887984172,0.00217042605019334,0.0109159663112665,1.96193781331486
"TG.53.6.","TG.53.6.",0.534667994250713,0.180608011465356,0.00307261732359093,0.0135560146478947,1.86786797055933
"TG.54.2.","TG.54.2.",-0.564631143778185,0.153523695489473,0.000235244115528531,0.0025952737906696,2.58581681912391
"TG.54.3.","TG.54.3.",0.32744111461424,0.157584660549169,0.0377209391164081,0.0977315240743301,1.00996532857125
"TG.54.4.","TG.54.4.",0.421746637460392,0.163180323663825,0.00975080163560533,0.0326938643076179,1.48553374420124
"TG.54.5.","TG.54.5.",0.658403069577074,0.181499550781926,0.000286096680946922,0.00287779602599551,2.54093999147096
"TG.54.6.","TG.54.6.",0.749932139075079,0.181402814099032,3.56393071737008e-05,0.000716979003141511,3.14449356253764
"TG.54.7.","TG.54.7.",0.193066438439404,0.144327917726303,0.180996549176983,0.32408806187711,0.489336966364844
"TG.55.6.","TG.55.6.",-0.0523329141313814,0.1401749986173,0.708895514729172,0.808140886791256,0.0925129201384573
"TG.55.7.","TG.55.7.",-0.280074600058353,0.142097876473583,0.0487241289507171,0.122129952314254,0.913177812471561
"TG.55.8.","TG.55.8.",-0.335735331637358,0.145785469491835,0.02128216416864,0.0622094029544862,1.20614396671418
"TG.55.9.","TG.55.9.",-0.474788953149589,0.14983207630407,0.00153065926731075,0.00844331402290766,2.0734870581886
"TG.56.6.","TG.56.6.",0.739979069585038,0.174851837865861,2.31586524126121e-05,0.000609250701931794,3.21520396178225
"TG.56.7.","TG.56.7.",0.743101729399384,0.174537215318054,2.06675164873985e-05,0.000589024219890858,3.22986684723549
"TG.56.8.","TG.56.8.",0.798321419683701,0.192437696654982,3.34709192626937e-05,0.000716979003141511,3.14449356253764
"TG.56.9.","TG.56.9.",0.769160513587414,0.25858519236901,0.002934706769386,0.0133822628684002,1.87347044350648
"Isoleucine","Isoleucine",0.0321038651935399,0.1463419777418,0.826357443439236,0.897188081448313,0.047116504366389
